Tag_Category,Line_Number,Matched_Text,Context
CATEGORY_Employment,1297,staff,"ugar. She came to the school, she shared with the staff and her classmates of what had taken place. They "
CATEGORY_Finance,178,financial,", and through the USDA grant, they could provide, financial compensation. And just two weeks ago."
CATEGORY_Finance,25,Grant,t's happening within this Tribal College Research Grant.
CATEGORY_Finance,28,grant,o work with this project and with this particular grant.
CATEGORY_Finance,166,grant,"e Fecalia, out of Omaha, Nebraska, she has a USDA grant"
CATEGORY_Finance,178,grant,"the produce that we donated, and through the USDA grant, they could provide, financial compensation. And "
CATEGORY_Finance,2200,grant,"Ricardo Ariza: grant opportunities, and the things that you could say "
CATEGORY_Finance,2200,grant,"rtunities, and the things that you could say in a grant, we're really limited now on funding sources, so "
CATEGORY_Finance,2209,grant,"ion, they send these grants to us, apply for this grant."
CATEGORY_Finance,1036,funding,Ricardo Ariza: And an example of that is the funding to pay the students
CATEGORY_Finance,1039,funding,"Ricardo Ariza: during the summer. We received funding from the Nebraska Department of Labor, and the st"
CATEGORY_Finance,1054,funding,Ricardo Ariza: different funding.
CATEGORY_Finance,1057,funding,"a: And so, we've been out searching for different funding, and the goal is for us to have a two-page applic"
CATEGORY_Finance,1828,funding,Ricardo Ariza: secured funding to get in-ground irrigation in place. We just bui
CATEGORY_Finance,2197,funding,"tting to that point right now with the government funding, cuts, with all those, I guess, those avenues tha"
CATEGORY_Finance,2200,funding,"could say in a grant, we're really limited now on funding sources, so we've been going after a lot of, what"
CATEGORY_Finance,2206,funding,"ons, those types. We've been trying to tailor our funding, but everybody in the country is doing that right"
CATEGORY_Geography,1243,location,"Ricardo Ariza: location in Omaha, the food distribution program, the WIC "
CATEGORY_Geography,1879,reservation,Ricardo Ariza: And the reservation was closed down.
CATEGORY_Geography,2206,reservation,ugh a lot of grants as being a public school on a reservation.
CATEGORY_Geography,2209,reservation,"in the state of Nebraska, so people see us on the reservation, they send these grants to us, apply for this gra"
CATEGORY_Geography,2215,reservation,"Ricardo Ariza: run facility on a reservation. So we get all the way through, do all the writin"
CATEGORY_Geography,85,community, honored to be the career specialist here in this community.
CATEGORY_Geography,127,Community,". I would love to see that at our Nebraska Indian Community College, also, if you could, you know, extend tha"
CATEGORY_Geography,136,community," be here, and been working with, Barry within his community, exploring, co-ops and the facilitation of that, "
CATEGORY_Geography,160,community,Ricardo Ariza: community area people.
CATEGORY_Geography,265,community,meeting with different individuals throughout our community who are interested and have received the training
CATEGORY_Geography,292,community,"f it falls under a co-op, but I think the general community is looking for ways to…"
CATEGORY_Geography,298,community,"t pathway, and support for how to bring it into a community, and what barriers may have existed that they don"
CATEGORY_Geography,319,community,"Sam Ackerman: Of co-ops, and bring that into the community."
CATEGORY_Geography,439,community," liaison between maybe the Tribal Council and the community back to, the Center for Rural Affairs and the"
CATEGORY_Geography,454,community,is that passion and enthusiasm as a member of the community.
CATEGORY_Geography,460,community,"Sam Ackerman: economic standing within the community, and, Barry is able to, bridge that gap between p"
CATEGORY_Geography,472,community,of knowing a little bit about the culture and the community.
CATEGORY_Geography,475,community,"sroom, and they talked about the positives of the community. They talked about the, you know, the culture, th"
CATEGORY_Geography,478,community,"lked about, you know, what needs to change in the community. They talked about the diabetes, the heart diseas"
CATEGORY_Geography,484,community,"Ricardo Ariza: healthy and available to the community, where this community is a food desert, and that'"
CATEGORY_Geography,484,community,"ealthy and available to the community, where this community is a food desert, and that's good, that's…"
CATEGORY_Geography,520,community," like, the growing of food and giving back to the community, was a viable solution."
CATEGORY_Geography,526,community,"Ricardo Ariza: However, in this community, they have a very strong, cultural, as well as va"
CATEGORY_Geography,529,community,"riza: And so, that's much more marketable in this community than going outside the community, or…"
CATEGORY_Geography,529,community,"rketable in this community than going outside the community, or…"
CATEGORY_Geography,556,community,"kie-cutter curriculum that was introduced to this community and said, okay, we're going to,"
CATEGORY_Geography,721,community,"riendships with different universities, different community leaders. They have brought so many gifts to the t"
CATEGORY_Geography,853,community,"Jodi Burshia: So, along with that, how did the community learn about the cooperative, and… and what it… wh"
CATEGORY_Geography,892,community," it in the traditional way has great value to the community, and when we sold the corn to the community membe"
CATEGORY_Geography,892,community,"o the community, and when we sold the corn to the community members, they asked the students, well."
CATEGORY_Geography,895,community,"a: how did you do this? And they explained to the community member, well, we were taught how to build the scr"
CATEGORY_Geography,1021,community,Jodi Burshia: Especially since there's so many community members that are part of… that can be part of thi
CATEGORY_Geography,1078,community,"Sam Ackerman: Co-ops are beginning within the community very,"
CATEGORY_Geography,1090,community,"nd said, oh, by the way, this is happening in the community. It'd be a little harder, perhaps, to… to adopt."
CATEGORY_Geography,1288,community," is, how big of a deal, an impact this has on our community. We had… we did, year one, we had a student, she "
CATEGORY_Geography,1375,community,out what was the initial vision that brought your community together? And I think it… was it during COVID?
CATEGORY_Geography,1390,community,when you did that first interview and brought the community together.
CATEGORY_Geography,1396,community,"e food, sovereignty interviews with people in the community."
CATEGORY_Geography,1411,community,"d so, we… we did the traditional meal, we fed the community, which we had a great turnout."
CATEGORY_Geography,1525,community,"labeled co-op, you know, put in the middle of the community, was not gonna do anything, and that was part of "
CATEGORY_Geography,1528,community,"ourishing of that, and that was very cultural and community-based, and to Barry's point, it was"
CATEGORY_Geography,1534,community,"of mind to realize that this is a way to help our community, and it's going to happen. And it's happening in "
CATEGORY_Geography,1537,community,"as, how do I even start considering it within the community and all the players involved?"
CATEGORY_Geography,1549,community,"Pamela Standing: So, you looking at your community, and even looking at it comparing to Ho-Chunk."
CATEGORY_Geography,1555,community,"Pamela Standing: to what works for our community. Not that, prescribed roadmap for developing a co"
CATEGORY_Geography,1576,community,"an I do? How can we work together, you know, as a community, that it's… it's for all of us, you know,"
CATEGORY_Geography,1591,community," be a co-op, a native co-op developer in your own community, how do you feel"
CATEGORY_Geography,1600,community, feel… That… that that was very important for our community.
CATEGORY_Geography,1639,community," you know, I have a question. How do you feel the community interacts with you?"
CATEGORY_Geography,1660,community,"Barry Webster: And I believe I have that with my community. I've been blessed that way, to be able to have t"
CATEGORY_Geography,1660,community,"d that way, to be able to have that trust with my community."
CATEGORY_Geography,1705,community,"e writing what you're hearing, you know, from the community, and I feel like we need to include that in the t"
CATEGORY_Geography,1714,community,"ela Standing: And then, how to facilitate in your community."
CATEGORY_Geography,1894,community,ardo Ariza: We weren't allowed to go in… into the community to harvest.
CATEGORY_Geography,2095,community,"ve me this framework to think about within my own community. At the same time, I need the best of both worlds"
CATEGORY_Geography,2140,community,"e to help our children become healthier, help our community become healthier, we're sharing it with the commu"
CATEGORY_Geography,2140,community,"unity become healthier, we're sharing it with the community, but at the end of the day, we're losing so much "
CATEGORY_Geography,2173,community,"Ricardo Ariza: income coming back into this community through our children, and some of the… we have a "
CATEGORY_Geography,2179,community,"they're not going to be able to go to a different community, or even within the community, the jobs that are "
CATEGORY_Geography,2179,community,"o go to a different community, or even within the community, the jobs that are available for them are very li"
CATEGORY_Geography,2284,community," always want to be part of what's going on in our community, so Barry, reach out."
CATEGORY_Geography,2308,community," a real high-end freeze dryer. And the women, the community from their gardens, they did something like 2 or "
CATEGORY_Geography,2308,community,"od that would have been left on the ground in the community, and they put it in a freeze dryer."
CATEGORY_Geography,2326,community,"ods that they redistribute to their elders in the community, but they've also created value-added food produc"
CATEGORY_Geography,1,Nation,anscript of Interview with Ricardo Ariza of Umuha Nation Public Schools
CATEGORY_Geography,46,Nation,ill I'm the maintenance supervisor for the Wamaha Nation School.
CATEGORY_Geography,82,Nation,"Ricardo Ariza: And, we are the… Omaha Nation is the first"
CATEGORY_Geography,334,Nation,NAs. One graduated from the… the Academy at Omaha Nation Public School. They're… they're… one of their pat
CATEGORY_Geography,469,Nation,"e career specialist, and when I came to the Omaha Nation."
CATEGORY_Geography,502,Nation,"cardo Ariza: This led to a meeting with the Omaha Nation Tribal Council, and we had prepared the students "
CATEGORY_Geography,526,Nation," beliefs, and so their resumes are based on Omaha Nation values and beliefs."
CATEGORY_Geography,781,nation,"ave. It's the oldest, celebration, in the, in the nation, the, the, terawachi."
CATEGORY_Geography,1357,nation," seeds. You know, and we all, each of us, from my nation, we have songs that we sing when we go out and we"
CATEGORY_Geography,2197,Nation,"were available before through USDA, you know, All Nation Foods, different, different government"
CATEGORY_Geography,2236,Nation,"Ricardo Ariza: Omaha Nation farms that they operate, they… 20, 30, 50,000 acr"
CATEGORY_Geography,4,Pueblo,"is Jody Berchet-Gowazi, from… I'm from the Laguna Pueblo, I'm also Dine. I'm also… on my… on my mom's side"
CATEGORY_Governance,964,board,"Jodi Burshia: The board, or how does that work?"
CATEGORY_Governance,1027,board,"do, when school starts every year, they do form a board, elect a president. They are students, they ultim"
CATEGORY_Governance,1033,board,"down in the garden, that's usually brought to the board of the student JAG board."
CATEGORY_Governance,1033,board,s usually brought to the board of the student JAG board.
CATEGORY_Governance,112,leadership,Barry Webster: of what I call the leadership.
CATEGORY_Governance,409,leadership,"Barry Webster: And I think… from a leadership perspective, I think we're doing… And… and… analy"
CATEGORY_Governance,1081,leadership,"ew election coming, so we're gonna have a flip of leadership, and Barry's instrumental in terms of negotiating"
CATEGORY_Governance,2395,leadership,"Barry Webster: but for the leadership, meaning our tribal council, because, you know, I"
CATEGORY_Governance,2401,leadership,"for us to make the case, you know, to our… to our leadership, because really."
CATEGORY_Governance,2455,leadership,ing: A section on how do you approach your tribal leadership to get engagement?
CATEGORY_Innovation,124,development,"at, that's really, groundbreaking for cooperative development."
CATEGORY_Innovation,166,development,Ricardo Ariza: There is a… there is a recent development with an organization called Black Chick Farms. St
CATEGORY_Innovation,259,Development,e on our part for the center of… for the Nebraska Development Court. So…
CATEGORY_Innovation,388,Development," of that first cohort… cohort, I'm, A cooperative Development Specialist."
CATEGORY_Innovation,442,Development,"Barry Webster: Cooperative Development Center at UNL, so it… that's kind of how… how my "
CATEGORY_Innovation,1057,development,"e, not eight times. Again, at this point in their development,"
CATEGORY_Innovation,1591,development," with University of Nebraska in their cooperative development, rural affairs, but learning how to be a co-op, a"
CATEGORY_Innovation,1642,development,"Pamela Standing: In the area of cooperative development, how do you feel they're reacting to you, or inte"
CATEGORY_Innovation,2245,development,"s to build all those things, so building economic development through that. So, that was, you know, that person"
CATEGORY_Markets,1204,market,"able to grow those and sell those on our farmer's market, use those in the culinary department."
CATEGORY_Markets,1219,market,"Ricardo Ariza: farmer's market that we have here at the school, we're able… in t"
CATEGORY_Markets,1219,market, expand that a little bit and offer that farmer's market with our produce in different communities. Sioux 
CATEGORY_Markets,1219,market,"ferent communities. Sioux City has a large farmer market. We took kids up there one time, and we offered s"
CATEGORY_Markets,1222,market,"Ricardo Ariza: of the farmer's market over in Waltz Hill, so that cooperative."
CATEGORY_Markets,1258,market,es there's been discussions of having our farmers market down there.
CATEGORY_Markets,1264,market,"Ricardo Ariza: I guess, like, a flea market-style farmer's market, where other vendors or stu"
CATEGORY_Markets,1264,market,"riza: I guess, like, a flea market-style farmer's market, where other vendors or students would be able to"
CATEGORY_Markets,1264,market,"and set up spots, and we'd have our… our farmer's market would be the showcase of that, and people could c"
CATEGORY_Markets,2329,market,"Pamela Standing: Foods that they can market, and sell, and learn how to can, and…"
CATEGORY_Markets,1243,distribution,"Ricardo Ariza: location in Omaha, the food distribution program, the WIC program, different programs are "
CATEGORY_Membership,106,member,"bster: And I always forget to say this, but I'm a member of the… Not the Dow Clan."
CATEGORY_Membership,118,member,"Barry Webster: And, again, a proud member of the Omaha tribe."
CATEGORY_Membership,454,member, he does wear is that passion and enthusiasm as a member of the community.
CATEGORY_Membership,598,member," Ariza: There was a prayer said by a certain clan member, a certain elder."
CATEGORY_Membership,634,member,"a: there was an offering made that a certain clan member, he would take that seed, and he would put that s"
CATEGORY_Membership,634,member,nd he would put that seed in his mouth. That clan member is the same member that my brother-in-law comes f
CATEGORY_Membership,634,member,"t seed in his mouth. That clan member is the same member that my brother-in-law comes from, the Latada peo"
CATEGORY_Membership,667,member,"Ricardo Ariza: He's a member of the Alatada clan, and he, he does that. He wor"
CATEGORY_Membership,895,member," you do this? And they explained to the community member, well, we were taught how to build the screens, w"
CATEGORY_Operations,2251,operation,"rporate level, I guess, would say, corporate farm operation, and be able to run a"
CATEGORY_Operations,715,processing,"to… now we're talking live… small-scale livestock processing, all those types of things, but what that whole t"
CATEGORY_Operations,2143,Processing,"o just not having that avenue of distributing it. Processing it, and canning it."
CATEGORY_Operations,2152,processing,"Ricardo Ariza: Then the other part is the processing part. We, as a school, as an administration, as a"
CATEGORY_Operations,2152,processing,"he biggest things that was holding us up, was the processing part of this. We grew 3 acres of corn this year. "
CATEGORY_Operations,2164,processing,"hat point where it was too dry past that stage of processing, which we could have made in excess of $100,000 w"
CATEGORY_Operations,2170,processing,"Ricardo Ariza: processing and, you know, doing those types of things. We're"
CATEGORY_Operations,2191,processing,"were able to put some numbers together to build a processing center where we could do that, and then that proc"
CATEGORY_Operations,2191,processing,"sing center where we could do that, and then that processing center would actually be an extension of our care"
CATEGORY_Operations,727,equipment," his, you know, tractor down. We don't have heavy equipment. He brought his tractor down and his planter, and"
CATEGORY_Partnerships,457,partner,"being a very strong… you want that… you need that partner, in terms of the…"
CATEGORY_Risk,403,challenge,"lright, well… And… and again, it… it… It's been a challenge."
CATEGORY_Risk,442,challenge,"ew, and I'm excited. I like what I do, and it's a challenge sometimes, but"
CATEGORY_Risk,1903,obstacle,"Ricardo Ariza: It was… it was an obstacle that we had to overcome, and we did, and we're in"
CATEGORY_Risk,760,barrier,"Ricardo Ariza: You know, heat was a major, barrier, and, you know, the kids going out there and work"
CATEGORY_Risk,1663,issue with,"hen, you know, the Center for Rule of Affairs had issue with the tribe, and then that was it. So it's vital th"
CATEGORY_Success,262,success,Barry Webster: And we've had a lot of success with
CATEGORY_Success,298,success," that they don't already exist, since clearly the success around, Macy is evident in,"
CATEGORY_Success,1435,success,Barry Webster: And why… why aren't we having the success
CATEGORY_Success,1594,success,the ne… How important do you feel that is for the success of this happening in our communities?
CATEGORY_Success,652,growth,"e presented them with some of the bounties of our growth, the corn, the squashes, different vegetables, so"
CATEGORY_Success,2209,profit,Ricardo Ariza: We're not a non-profit. We're still… we're still a public school like an
CATEGORY_Success,2227,sustainable," future is in agriculture, if they want to make a sustainable living close to home. So if we're able to,"
CATEGORY_Success,2248,sustainable," do that goal, then take our concept idea of this sustainable living, this organic style growing, traditional f"
CATEGORY_Success,1288,impact,"g place, how large this is, how big of a deal, an impact this has on our community. We had… we did, year o"
CATEGORY_Success,1987,benefit,"te, basically, in the pandemic? And again, to our benefit, we were able to do this, you know, do Zoom, and "
CATEGORY_Technology,2221,technology,"Ricardo Ariza: future higher education and, technology, or whatever it is that if it fits in that realm "
CATEGORY_Timeline,298,since,"s may have existed that they don't already exist, since clearly the success around, Macy is evident in,"
CATEGORY_Timeline,649,since,"like, the very beginning of that prayer, and ever since then, we follow those practices. And when it come"
CATEGORY_Timeline,655,since,"Ricardo Ariza: And then every year since, we teach our children that"
CATEGORY_Timeline,1021,since,Jodi Burshia: Especially since there's so many community members that are part o
CATEGORY_Timeline,2410,Since,"Barry Webster: where do I start? Since we've started, I've had our… our non-native bank "
CATEGORY_Timeline,205,Started,Barry Webster: Started the initial discussion to do a…
CATEGORY_Timeline,280,started,Sam Ackerman: She started her own business.
CATEGORY_Timeline,292,started,"an: there are… there are people who are, who have started, I believe, their own small businesses. I'm not… "
CATEGORY_Timeline,571,started,"za: the, richard, could you talk about how we got started in terms of,"
CATEGORY_Timeline,676,started,"Ricardo Ariza: from my thought, how it started, and it has evolved so much from planting a garde"
CATEGORY_Timeline,826,started,"and plans with the Buffalo. Like I said, this all started with that prayer that my father-in-law Rufus said"
CATEGORY_Timeline,847,started,"Jodi Burshia: About, like, how you're getting started and how you're moving forward, and how you've ove"
CATEGORY_Timeline,913,started,"Jodi Burshia: After we had already started, are you able to introduce yourself?"
CATEGORY_Timeline,1084,started,"ey dictate profits and such. I think he's already started the wheels, so the next administration that comes"
CATEGORY_Timeline,1324,started," got back into hustle, bustle, school, everything started, the garden kind of got closed up, put to bed, an"
CATEGORY_Timeline,1822,started,"pull weeds. We kind of evolved along the way, and started to adapt a little bit."
CATEGORY_Timeline,2386,started,"want to go back to some of the… the initiative we started, and… and the way I see it, again, I…"
CATEGORY_Timeline,2410,started,"Barry Webster: where do I start? Since we've started, I've had our… our non-native bank say, Barry, yo"
CATEGORY_Timeline,2326,created,"o their elders in the community, but they've also created value-added food products from their gardens, and"
INDIGENOUS_TERM,55,sovereignty,"riza: kind of all in on it, really enjoy it. Food sovereignty, food security, Indigenous food sovereignty, Indi"
INDIGENOUS_TERM,55,sovereignty," Food sovereignty, food security, Indigenous food sovereignty, Indigenous food security for our people and our "
INDIGENOUS_TERM,703,sovereignty,"Ricardo Ariza: food sovereignty and security to… we're learning… I mean, it's evo"
INDIGENOUS_TERM,1396,sovereignty,"Pamela Standing: I know that you did the food, sovereignty interviews with people in the community."
INDIGENOUS_TERM,598,elder,"a prayer said by a certain clan member, a certain elder."
INDIGENOUS_TERM,658,elder,"Ricardo Ariza: That part of having to go to an elder, and that person that you're going to say that pr"
INDIGENOUS_TERM,808,ceremony,ple to take care of that for us. Really beautiful ceremony that took place right there at sunrise.
INDIGENOUS_TERM,1879,reservation,Ricardo Ariza: And the reservation was closed down.
INDIGENOUS_TERM,2206,reservation,ugh a lot of grants as being a public school on a reservation.
INDIGENOUS_TERM,2209,reservation,"in the state of Nebraska, so people see us on the reservation, they send these grants to us, apply for this gra"
INDIGENOUS_TERM,2215,reservation,"Ricardo Ariza: run facility on a reservation. So we get all the way through, do all the writin"
INDIGENOUS_TERM,4,Pueblo,"is Jody Berchet-Gowazi, from… I'm from the Laguna Pueblo, I'm also Dine. I'm also… on my… on my mom's side"
INDIGENOUS_TERM,1,Nation,anscript of Interview with Ricardo Ariza of Umuha Nation Public Schools
INDIGENOUS_TERM,46,Nation,ill I'm the maintenance supervisor for the Wamaha Nation School.
INDIGENOUS_TERM,82,Nation,"Ricardo Ariza: And, we are the… Omaha Nation is the first"
INDIGENOUS_TERM,334,Nation,NAs. One graduated from the… the Academy at Omaha Nation Public School. They're… they're… one of their pat
INDIGENOUS_TERM,469,Nation,"e career specialist, and when I came to the Omaha Nation."
INDIGENOUS_TERM,502,Nation,"cardo Ariza: This led to a meeting with the Omaha Nation Tribal Council, and we had prepared the students "
INDIGENOUS_TERM,526,Nation," beliefs, and so their resumes are based on Omaha Nation values and beliefs."
INDIGENOUS_TERM,781,nation,"ave. It's the oldest, celebration, in the, in the nation, the, the, terawachi."
INDIGENOUS_TERM,1357,nation," seeds. You know, and we all, each of us, from my nation, we have songs that we sing when we go out and we"
INDIGENOUS_TERM,2197,Nation,"were available before through USDA, you know, All Nation Foods, different, different government"
INDIGENOUS_TERM,2236,Nation,"Ricardo Ariza: Omaha Nation farms that they operate, they… 20, 30, 50,000 acr"
INDIGENOUS_TERM,439,Tribal Council,"f, extends. I'm also, a liaison between maybe the Tribal Council and the community back to, the Center for Rural A"
INDIGENOUS_TERM,502,Tribal Council,"riza: This led to a meeting with the Omaha Nation Tribal Council, and we had prepared the students to go and ask."
INDIGENOUS_TERM,514,Tribal Council,"Ricardo Ariza: proposal, and the Tribal Council agreed to lease, the school 7 acres of land"
INDIGENOUS_TERM,1465,Tribal Council,think it's incredible. We'll be presenting to the Tribal Council once they get the election settled here. The gene
INDIGENOUS_TERM,1483,Tribal Council,"some of these things have to happen, and… and the Tribal Council is so important, so the strategy was to include t"
INDIGENOUS_TERM,1486,Tribal Council,"Barry Webster: the buy-in… from the Tribal Council, and I think… I think we're… we're there."
INDIGENOUS_TERM,2395,tribal council,"arry Webster: but for the leadership, meaning our tribal council, because, you know, I'm kind of got… I'm bottlene"
INDIGENOUS_TERM,28,Indigenous,"Jodi Burshia: And what these, Indigenous students are getting a chance to do is just why I"
INDIGENOUS_TERM,55,Indigenous,"really enjoy it. Food sovereignty, food security, Indigenous food sovereignty, Indigenous food security for ou"
INDIGENOUS_TERM,55,Indigenous,"gnty, food security, Indigenous food sovereignty, Indigenous food security for our people and our children, mo"
INDIGENOUS_TERM,700,Indigenous," has evolved into… Just a traditional farm where, Indigenous,"
INDIGENOUS_TERM,739,Indigenous," out to the University of Notre Dame and speak to Indigenous schools out there. And so, again, those…"
INDIGENOUS_TERM,1135,Indigenous," Nebraska Game and Parks was able to donate 3,000 Indigenous plants, elderberries, choke cherries, service ber"
INDIGENOUS_TERM,1591,native," rural affairs, but learning how to be a co-op, a native co-op developer in your own community, how do you"
INDIGENOUS_TERM,1630,native,"Barry Webster: the native, because that's… that would be something I would "
INDIGENOUS_TERM,1705,Native, in the training that we're going to be doing for Native Cooperative developers. I feel like that has to b
INDIGENOUS_TERM,1717,native,"Pamela Standing: Because sometimes, I mean, our native communities, I love them, but holy buckets, it's "
INDIGENOUS_TERM,2092,native,"Barry Webster: Be a native, and… and how we…"
INDIGENOUS_TERM,2410,native,"start? Since we've started, I've had our… our non-native bank say, Barry, you know, we'll support some of "
METRIC_DollarAmount,184,"$6,224","cardo Ariza: She cut me 5 checks in the amount of $6,224 of food that we had donated to these organization"
METRIC_DollarAmount,1042,"$3,000","mmer, they would have the potential to earn up to $3,000 for summer employment."
METRIC_DollarAmount,2158,"$12,000",": quarts of corn, we sell that at $40 a quart, so $12,000 is, you know, whatever that works out to be, $24,"
METRIC_DollarAmount,2158,"$24,000",",000 is, you know, whatever that works out to be, $24,000 right there."
METRIC_DollarAmount,2164,"$100,000","processing, which we could have made in excess of $100,000 worth of"
METRIC_Year,64,2025,"Ricardo Ariza: You know, of 2025, the things that are changed, the things that we "
QUESTION_Q1_TribalValues,526,cultural,"ever, in this community, they have a very strong, cultural, as well as values and beliefs, and so their resu"
QUESTION_Q1_TribalValues,646,cultural,'t have been able to come by that… those types of cultural teachings and those stories if this thought wasn'
QUESTION_Q1_TribalValues,1528,cultural,"eaking and flourishing of that, and that was very cultural and community-based, and to Barry's point, it was"
QUESTION_Q2_MarketingPlan,1501,business plan,"arry Webster: if you… if you have… if you write a business plan, you know, where do you go? And so, I… I keep men"
QUESTION_Q4_OutsideAssistance,1591,developer,"s, but learning how to be a co-op, a native co-op developer in your own community, how do you feel"
QUESTION_Q4_OutsideAssistance,457,partner,"being a very strong… you want that… you need that partner, in terms of the…"
QUESTION_Q6_CommunityDifferences,403,challenge,"lright, well… And… and again, it… it… It's been a challenge."
QUESTION_Q6_CommunityDifferences,442,challenge,"ew, and I'm excited. I like what I do, and it's a challenge sometimes, but"
QUESTION_Q6_CommunityDifferences,1015,conflict,"Jodi Burshia: So, did your cooperative establish conflict resolution, as part of your bylaws?"
QUESTION_Q6_CommunityDifferences,1021,conflict, some of that. How did your cooperative establish conflict resolution?
QUESTION_Q6_CommunityDifferences,760,barrier,"Ricardo Ariza: You know, heat was a major, barrier, and, you know, the kids going out there and work"
QUESTION_Q7_LeadershipEngagement,439,Council,"nds. I'm also, a liaison between maybe the Tribal Council and the community back to, the Center for Rural A"
QUESTION_Q7_LeadershipEngagement,457,council,"ther, and helps with, I mean, ultimately the… the council, being a very strong… you want that… you need tha"
QUESTION_Q7_LeadershipEngagement,502,Council,"his led to a meeting with the Omaha Nation Tribal Council, and we had prepared the students to go and ask."
QUESTION_Q7_LeadershipEngagement,514,Council,"Ricardo Ariza: proposal, and the Tribal Council agreed to lease, the school 7 acres of land"
QUESTION_Q7_LeadershipEngagement,1081,council,"Sam Ackerman: being instrumental with the town council, I understand that there's a new election coming,"
QUESTION_Q7_LeadershipEngagement,1465,Council,t's incredible. We'll be presenting to the Tribal Council once they get the election settled here. The gene
QUESTION_Q7_LeadershipEngagement,1483,Council," these things have to happen, and… and the Tribal Council is so important, so the strategy was to include t"
QUESTION_Q7_LeadershipEngagement,1486,Council,"Barry Webster: the buy-in… from the Tribal Council, and I think… I think we're… we're there."
QUESTION_Q7_LeadershipEngagement,2395,council,"bster: but for the leadership, meaning our tribal council, because, you know, I'm kind of got… I'm bottlene"
QUESTION_Q7_LeadershipEngagement,1240,Chief,"way for our children to do this, and then use our Chief Store, use our different avenues, like the Black "
QUESTION_Q7_LeadershipEngagement,964,board,"Jodi Burshia: The board, or how does that work?"
QUESTION_Q7_LeadershipEngagement,1027,board,"do, when school starts every year, they do form a board, elect a president. They are students, they ultim"
QUESTION_Q7_LeadershipEngagement,1033,board,"down in the garden, that's usually brought to the board of the student JAG board."
QUESTION_Q7_LeadershipEngagement,1033,board,s usually brought to the board of the student JAG board.
