Tag_Category,Line_Number,Matched_Text,Context
CATEGORY_Employment,131,staff,e love to point out that. I want to say 85% of my staff are from the community. They are part of the line
CATEGORY_Employment,143,staff,"our YouTube channel, which highlights some of the staff, just giving them…giving people an insight of wha"
CATEGORY_Employment,143,staff,"YouTube channel that highlights not only just the staff, but the different departments, the different thi"
CATEGORY_Employment,149,staff,"hat came out and took part with the training with staff, which was great to see, because our goal was to "
CATEGORY_Employment,149,staff," again, training, whether it be beneficial to the staff, to the community member, it's… there's a site at"
CATEGORY_Employment,175,staff,"asn't understood that, but again education to the staff, giving them the resources, we've had that explod"
CATEGORY_Employment,175,staff,initely encourage that more with our plan and our staff here with our team.
CATEGORY_Employment,195,staff,"e continue to monitor, we continue to educate our staff. And be safe as we go forward with adapting to th"
CATEGORY_Employment,125,worker,"ed at resources, so AmeriCorp, we had a placement worker come in, we would put her in marketing, and she d"
CATEGORY_Employment,125,worker," that we've actually brought her on as a contract worker this coming fiscal year. Next year, we'll put her"
CATEGORY_Employment,125,worker,"ar, we'll put her on… bring her on as a full-time worker employee, so it's been an adjustment, but just be"
CATEGORY_Employment,71,consultant,"h anyone else? Like, a cooperative developer or a consultant, as the cooperative was… was either starting or w"
CATEGORY_Finance,43,revenue,"ployees and top-notch staff to be able to provide revenue and production for the farm, and success towards "
CATEGORY_Finance,55,revenue," do day-to-day business, and continue bringing in revenue for the association. The landowners, the board me"
CATEGORY_Finance,119,revenue,"s later as a manager, and we're definitely making revenue, we're definitely reconnecting the farm. It's bee"
CATEGORY_Finance,195,revenue," cuts… 3 to 4 cuts that year. We had a big hit in revenue, and that was my first year as operations supervi"
CATEGORY_Finance,31,financial,"t for the community. Being able to provide, jobs, financial opportunities, on top of that, as the business it"
CATEGORY_Finance,119,financial,"whether it be the political systems, the district financial systems, understanding that things took time on t"
CATEGORY_Finance,16,Grant,"nt programs, such as this Tribal College Research Grant. And, I've worked with tribal colleges over the y"
CATEGORY_Finance,16,grant,"ns why I'm helping them now. with this particular grant. So, I got a chance to meet so many lovely people"
CATEGORY_Finance,175,grant,"rtunity for commodities, for example. We've had a grant. We've had business with the Yaqui Reservation, w"
CATEGORY_Finance,175,grant,"with the Yaqui Reservation, where they received a grant for the commodities program to purchase local pro"
CATEGORY_Geography,43,reservation," satellite district. It's separated from the main reservation, but it's one of the districts for Don Alto Natio"
CATEGORY_Geography,43,Reservation," It's surrounded by the city of Tucson, the Yaqui Reservation, of course, and then the south, of course, which "
CATEGORY_Geography,175,Reservation,"ve had a grant. We've had business with the Yaqui Reservation, where they received a grant for the commodities "
CATEGORY_Geography,175,Reservation,"it here locally, but we got that one for the Yaki Reservation. So it was, again, finding those opportunities, b"
CATEGORY_Geography,31,community,"is that, economic support and development for the community. Being able to provide, jobs, financial opportuni"
CATEGORY_Geography,31,community," of course, and, returning that money back to the community, of course."
CATEGORY_Geography,43,community,"I am management. I'm not a current community member, but I am a tribal member. I'm from the Ba"
CATEGORY_Geography,43,community,"bakiri District, which is about 60 miles from the community here. Sineford District is what they call a satel"
CATEGORY_Geography,46,community,"so, what was the original vision that brought the community together for the start of the cooperative?"
CATEGORY_Geography,52,community," that you're doing that. So, how did you identify community members, formal and informal partners, to be part"
CATEGORY_Geography,58,community,"you for explaining that. So, how did you keep the community engaged and let them know about the initial start"
CATEGORY_Geography,61,community,"d preserving culture. It's all encompassed in the community. Our culture is based on community, and everythin"
CATEGORY_Geography,61,community,"mpassed in the community. Our culture is based on community, and everything we do is around the community. Ag"
CATEGORY_Geography,61,community," on community, and everything we do is around the community. Agriculture itself isn't just nowadays, where it"
CATEGORY_Geography,61,community,"farming. In native… in native culture, it was the community doing the farming. So, with that understanding, w"
CATEGORY_Geography,61,community," had a…Slight drift from being more a part of the community, but, since my role as management, that was one o"
CATEGORY_Geography,61,community,ng that back to the…bringing the farm back to the community's image and making sure that they knew that this 
CATEGORY_Geography,61,Community,"volved as much as possible. So, planting days and…Community days, we're getting ready, actually, for what the"
CATEGORY_Geography,61,community,"be landowners, or they're just living here in the community and having an opportunity where, whether it be ed"
CATEGORY_Geography,61,community,"elon, like, which is always being demanded by the community."
CATEGORY_Geography,65,community," at their resources and say, we want this for our community, for the people? Did you… did you do that, or did"
CATEGORY_Geography,74,Community," He's… he's actually a farm manager for, Donathan Community College, and I was an intern under him for severa"
CATEGORY_Geography,80,community,"ually helps with a lot of what's going on, in the community. Like I said, it's going back into the community,"
CATEGORY_Geography,80,community," community. Like I said, it's going back into the community, and we're happy to see that, so… an investment t"
CATEGORY_Geography,80,community," an investment to the farm and… I'm sorry, to the community is what we'd like to see."
CATEGORY_Geography,89,community," And so, as part of that, did you create a map, a community map of potential members? Formal or informal part"
CATEGORY_Geography,92,community,"Yes, well, with any kind of Native community, there's always some sort of structure when it co"
CATEGORY_Geography,92,community," traditional singers, medicine men, you know, the community members themselves, the children. It's all kind o"
CATEGORY_Geography,92,community,"ctures of members of the past from, whether it be community members that were, part of the board, or former e"
CATEGORY_Geography,92,community,"ificant roles to the success of the farm. And the community members loved it. They came in, they took picture"
CATEGORY_Geography,92,community,"again, acknowledging that… that structure in that community and how we were a part of it. And, it's also a th"
CATEGORY_Geography,98,community,"lways…they've always had that disconnect with the community, and not only that, but they were not autumn. The"
CATEGORY_Geography,98,community,"t, but they were not autumn. They didn't know the community, they didn't know the process, when it comes to e"
CATEGORY_Geography,98,community,"comes to either the political stuff, or even that community structure, like I just explained, when it comes t"
CATEGORY_Geography,104,community,"e, because I would love to pass the torch to this community member that's from Santa Vere, that knows what th"
CATEGORY_Geography,116,community,"e… they've been on not them. They're not from the community, they're not from… most of the time, from Arizona"
CATEGORY_Geography,131,community, that. I want to say 85% of my staff are from the community. They are part of the lineages of those landowner
CATEGORY_Geography,131,community,"rent things like that. It's opportunities for the community, because, they also include, like, active shooter"
CATEGORY_Geography,131,community,"ecause we can definitely respond to things in the community, but, I'm sorry, what was the question?"
CATEGORY_Geography,143,community,"ouTube channel to enhance and connect us with the community, because, of course, one of our biggest things is"
CATEGORY_Geography,149,community," day emergency response training, we involved the community members. We had, I want to say, 3 or 4 community "
CATEGORY_Geography,149,community," community members. We had, I want to say, 3 or 4 community members that came out and took part with the trai"
CATEGORY_Geography,149,community,"reat to see, because our goal was to have it be a community-based efforts so that we had individuals that wer"
CATEGORY_Geography,149,community,"ready to respond to, any kind of issue within the community, whether that be an employee or community members"
CATEGORY_Geography,149,community,"hin the community, whether that be an employee or community members. So, again, training, whether it be benef"
CATEGORY_Geography,149,community,"ng, whether it be beneficial to the staff, to the community member, it's… there's a site at the… on here at t"
CATEGORY_Geography,149,Community,"ly have the spot for that, so working with Arnold Community College, they brought out an individual. We had t"
CATEGORY_Geography,158,community," important. So, speaking of that, speaking of the community and thinking of, like, different types of learner"
CATEGORY_Geography,158,community,"erent types of learners, Can you…describe how the community, maybe interacts with the co-op, like, especially"
CATEGORY_Geography,158,community,"ms of, like, working with, like, the farm and the community.And then… And then all of it. How have things cha"
CATEGORY_Geography,162,community,"and what we did was just open those fields to the community to come and harvest on their own. In ag, they cal"
CATEGORY_Geography,162,community,"ing to come out as. Opportunity to give it to the community, everybody came in and harvested their own. It wa"
CATEGORY_Geography,162,community,"ur… taking out those opportunities to include the community is what we definitely included, but, applying the"
CATEGORY_Geography,175,community," but also making sure you're supporting the local community. It was what the COVID, had definitely given us. "
CATEGORY_Geography,187,community," to see. But, just continuing that, involving the community, involving the landowners, and…I guess, for lack "
CATEGORY_Geography,187,community,"hould be that, that, sustainable resource for the community. And not only that, but the greater community of "
CATEGORY_Geography,187,community,"the community. And not only that, but the greater community of southern Arizona, the southern… southern Unite"
CATEGORY_Geography,198,community," your co-op and about, you know, the land and the community, about… because those are all relevant and import"
CATEGORY_Geography,207,community,"w the history of this co-op and its impact on the community, and you're just doing a great job, and I just wi"
CATEGORY_Geography,187,region,"thern United States, the western Arizona, western region of the United States. I would love to see more of"
CATEGORY_Geography,43,Nation,"ation, but it's one of the districts for Don Alto Nation. It's surrounded by the city of Tucson, the Yaqui"
CATEGORY_Geography,119,nation,"stems, understanding that things took time on the nation, things have process and had structure. I took th"
CATEGORY_Geography,175,nation," but also, would love to see that more within the nation, of course. I think we put a bid in for the natio"
CATEGORY_Geography,175,nation,"ation, of course. I think we put a bid in for the nation, and we didn't get it here locally, but we got th"
CATEGORY_Geography,187,nation," and millions of pounds of tempered beans off the nation, and to see that reduced to just a couple thousan"
CATEGORY_Geography,204,Nation,"n Javier. And the support of the, of the Tarnaptu Nation, because the lawsuit started with, the Alati Asso"
CATEGORY_Geography,204,nation," here. And as the water issues began to grow, the nation jumped on board and supported what was going on h"
CATEGORY_Geography,204,nation,"urces we're having, but it's that support for the nation, the things that were happening up north with Hil"
CATEGORY_Governance,40,board,"erative, I should say? Are you a member, a staff, board, management member?"
CATEGORY_Governance,55,board," revenue for the association. The landowners, the board members, which are the elected officials from wit"
CATEGORY_Governance,74,board,"t was gonna be the association, so the electorate board sides, the bylaws, the charters, all these things"
CATEGORY_Governance,74,board," that we've… have, brought recommendations to the board about, you know, adjustments need to be made. I t"
CATEGORY_Governance,74,board,"ome of the changes in the structure that the, the board presidents… I'm sorry, the board of… the board me"
CATEGORY_Governance,74,board,"re that the, the board presidents… I'm sorry, the board of… the board members, our elected board members "
CATEGORY_Governance,74,board,"he board presidents… I'm sorry, the board of… the board members, our elected board members use, whether i"
CATEGORY_Governance,74,board,"rry, the board of… the board members, our elected board members use, whether it be changes in some of the"
CATEGORY_Governance,92,board,"er it be community members that were, part of the board, or former employees that were big, significant r"
CATEGORY_Governance,92,board,"ent and all these other levels, whether it be the board, but for us, it's always elders, you know, becaus"
CATEGORY_Governance,92,board,"ys elders, you know, because we'd be sitting in a board meeting, and there's a couple elder elderly indiv"
CATEGORY_Governance,92,board," couple elder elderly individuals that are on the board, and whenever they have questions, they'll be lik"
CATEGORY_Governance,204,board," water issues began to grow, the nation jumped on board and supported what was going on here, and…Really "
CATEGORY_Governance,43,leadership,"m in the 1970s. So it's an honor to be given that leadership, but I am in part of management. I oversee… Every"
CATEGORY_Governance,95,leadership,", today, like, how do you keep, like, the current leadership involved? Or, like, how do you keep them, Engaged"
CATEGORY_Governance,116,leadership,"t, opportunity for our people to be a part of the leadership. And again, I think that with past, I don't know "
CATEGORY_Governance,119,leadership,"sual to be given an opportunity, but…again, often leadership, and I think that's what was needed here. So taki"
CATEGORY_Governance,119,leadership,as just been missing that key component of autumn leadership. And I try to honor that every day with being abl
CATEGORY_Governance,119,leadership,"t was the key component mission, was that optimum leadership, and it's been an honor to be able to give them t"
CATEGORY_Innovation,31,development,"ors. On top of that is that, economic support and development for the community. Being able to provide, jobs, f"
CATEGORY_Innovation,187,development,",000 acres on the other side of I-19, which is in development and planning right now, and if that happens, then"
CATEGORY_Markets,143,market,"m, where we did a whole marketing day, a farmer's market. We had a corn, sorry, a hay maze. They had a…one"
CATEGORY_Markets,43,sales,"nts, when it comes to production. Administration, sales, repair and maintenance, I do it all. But that's "
CATEGORY_Markets,61,sales," what goes on on the farm. So, they'll go see the sales department as they're loading hay bales. Operatio"
CATEGORY_Membership,40,member," or with the cooperative, I should say? Are you a member, a staff, board, management member?"
CATEGORY_Membership,40,member,"say? Are you a member, a staff, board, management member?"
CATEGORY_Membership,43,member,"I am management. I'm not a current community member, but I am a tribal member. I'm from the Babakiri "
CATEGORY_Membership,43,member,"not a current community member, but I am a tribal member. I'm from the Babakiri District, which is about 6"
CATEGORY_Membership,104,member," I would love to pass the torch to this community member that's from Santa Vere, that knows what they're… "
CATEGORY_Membership,113,member,"ely important. So, does your cooperative hire non-member, like, non-member management and staff? Do they w"
CATEGORY_Membership,113,member," does your cooperative hire non-member, like, non-member management and staff? Do they want to be…"
CATEGORY_Membership,149,member,"r it be beneficial to the staff, to the community member, it's… there's a site at the… on here at the farm"
CATEGORY_Membership,68,membership," and I do believe that's why the, the cooperative membership is based on the family members and the lineages o"
CATEGORY_Operations,37,operation," long, long history, but the business itself, the operation here since the 1970s, we've been operating."
CATEGORY_Operations,55,operation,"rative. Myself and my staff, as employees are the operation part of the business. We run the farm, we do day-"
CATEGORY_Operations,110,operation,"ooperative, it's the members that are…Running the operation, they're part of the cooperative. You either purc"
CATEGORY_Operations,98,equipment," here from the… at the farm, I started here as an equipment operator, so just kind of coming up the ranks giv"
CATEGORY_Operations,117,equipment,"he position, I was a, an operator for the running equipment is just running a baler for the fields. I had an "
CATEGORY_Operations,161,equipment,"re food production. When COVID happened, I was an equipment operator, and we were running bales… baling every"
CATEGORY_Operations,43,production,"o the farm, all the departments, when it comes to production. Administration, sales, repair and maintenance, I"
CATEGORY_Operations,43,production,"top-notch staff to be able to provide revenue and production for the farm, and success towards that mission st"
CATEGORY_Operations,143,production,"he different things we do, the process of our hay production, our food growth. It's actually a script that I c"
CATEGORY_Operations,143,production,", of course, one of our biggest things is our hay production, and encouraging people, ensuring that we do not "
CATEGORY_Operations,161,production,"ell, I guess for COVID, for example, is more food production. When COVID happened, I was an equipment operator"
CATEGORY_Operations,161,production,"e lot of… Of, you know acres being done with food production. Since coming on as management, we've pushed that"
CATEGORY_Operations,161,production," and my first year, we did about 70 acres of food production, and they wanted… I want to say they knocked out "
CATEGORY_Operations,174,production,"s just seen more food crops. We've given the food production a lot more resources, a lot more opportunities. W"
CATEGORY_Operations,175,production,"n for us, and we definitely want to grow our food production more, and then provide that food for not just, pu"
CATEGORY_Operations,187,production,"out from now, I would love to see a 50-50 of food production and feed for the farm. They're looking at expandi"
CATEGORY_Operations,193,production," We do our last cut around October, November. Hay production shuts down for the year. The fields go into… I wa"
CATEGORY_Operations,193,production,"hen, of course, that stunts the growth of it, the production of it, and the regrowth in the long run. So, clim"
CATEGORY_Operations,193,production,"imate change is a big factor, especially for food production. I'm sorry, feed production. And we've definitely"
CATEGORY_Operations,193,production,", especially for food production. I'm sorry, feed production. And we've definitely tried to take some approach"
CATEGORY_Operations,195,production,"nge is definitely everywhere we go. With our food production, several… I want to say about 8, 9 years ago, we "
CATEGORY_Operations,195,production," you know? My first year as a supervisor for feed production, we had, I think, I want to say, 10 inches of rai"
CATEGORY_Operations,195,production," first year as operations supervisor for the free production crew. big experience, but again, lessons moving f"
CATEGORY_Risk,149,issue with,"iduals that were ready to respond to, any kind of issue within the community, whether that be an employee or c"
CATEGORY_Risk,74,adaptation," some of the structure of how we do business, but adaptation is definitely needed, and we definitely are proba"
CATEGORY_Risk,86,adaptation,"ing on 6 years…6 years now. So it's always out of adaptation, whether it be with… internally with staff member"
CATEGORY_Risk,86,adaptation,"egally, and beneficially for both parties? Again, adaptation…And then adapting those things to our bylaws and "
CATEGORY_Risk,175,adaptation,hat we've definitely been doing. The corn and the adaptation to the crop rotation is an example of that. and C
CATEGORY_Success,43,success," provide revenue and production for the farm, and success towards that mission statement, of course. So, it"
CATEGORY_Success,61,success,"ports about what's going on the farm, some of the success, the challenges, and then what we look forward as"
CATEGORY_Success,80,success,"t yes, there is a payout to the investment of the success of the farm. And it usually helps with a lot of w"
CATEGORY_Success,92,success,"employees that were big, significant roles to the success of the farm. And the community members loved it. "
CATEGORY_Success,162,success,"We've had success in some of those, some of those successes are sti"
CATEGORY_Success,143,growth,"e do, the process of our hay production, our food growth. It's actually a script that I created for the Yo"
CATEGORY_Success,193,growth,"eps growing. And then, of course, that stunts the growth of it, the production of it, and the regrowth in "
CATEGORY_Success,104,sustainable," everything fails, we have the ability to be self-sustainable through this type of lifestyle. So, that's really"
CATEGORY_Success,187,sustainable,"ssion, and…in the long run, should be that, that, sustainable resource for the community. And not only that, bu"
CATEGORY_Success,184,impact," up, you know, looking to the future. Is this the impact that you thought the cooperative would have? And,"
CATEGORY_Success,187,impact,"Yes, it is the impact I thought it would have, you know, and I think sp"
CATEGORY_Success,194,impact,"e, but it's not as big of a hit, and as big of an impact as alfalfa. So, teff grass, Sudan grass, oats, a "
CATEGORY_Success,207,impact,"r that you know the history of this co-op and its impact on the community, and you're just doing a great j"
CATEGORY_Technology,149,digital,"ere at the farm, we have a conference room with a digital screen and everything where you can do PowerPoint"
CATEGORY_Technology,143,website,"hrough those different spaces, but we also have a website that's dedicated to the farm. We try to keep it u"
CATEGORY_Technology,140,social media,"out all those different ways. I mean, people use, social media for, like, so many different things, you know, to"
CATEGORY_Technology,140,social media,"d years, but just getting in touch, you know, via social media, it definitely helps. So, do you utilize social m"
CATEGORY_Technology,140,social media,"al media, it definitely helps. So, do you utilize social media, like, for your… for people to learn about your c"
CATEGORY_Technology,143,social media," those things, but, definitely doing that through social media. Keep an eye out for YouTube, because that's one "
CATEGORY_Technology,146,social media,"of like, you know, a lot of people, like, dismiss social media, but it's also a good way to keep in contact with"
CATEGORY_Technology,152,social media,"like to get a lot of their information via, like, social media and things like that. So it's just really interes"
CATEGORY_Technology,175,online,"ght from Home Depot across the street, or ordered online from Johnny's Seeds. We have to save these, and w"
CATEGORY_Timeline,34,established,k you for sharing that. When was your cooperative established?
CATEGORY_Timeline,37,established,The business itself was established in the 1970s. The farm here itself has been opera
CATEGORY_Timeline,68,established," and of course, education, so things, how, it was established, the business itself, as well as the association."
CATEGORY_Timeline,152,established,"things are. We're trying to get, a tribal college established in Laguna, so just thinking about those different"
CATEGORY_Timeline,37,since,"tory, but the business itself, the operation here since the 1970s, we've been operating."
CATEGORY_Timeline,43,since,"nd I'm the first, say… second Autumn Farm Manager since the very first Autumn Farm Manager, which was Cli"
CATEGORY_Timeline,61,Since,"Since the beginning, I think that was one of the main, "
CATEGORY_Timeline,61,since,"t understanding, we continue to move forward, and since the beginning, they've done that. In past years, "
CATEGORY_Timeline,61,since,"ift from being more a part of the community, but, since my role as management, that was one of my main co"
CATEGORY_Timeline,74,since," forward as a business. The world's changed a lot since the 1970s, of course, but we definitely have a ro"
CATEGORY_Timeline,116,since,", joined education. After a career of farming. So since then, there have been non-Notham farm managers, w"
CATEGORY_Timeline,125,since,"ad several marketing coordinators and supervisors since being here, but right now, we have an amazing you"
CATEGORY_Timeline,137,since," We definitely want to re-establish that, because since the previous marketing coordinator has left, we h"
CATEGORY_Timeline,161,since,"One of the things I've brought in since, well, I guess for COVID, for example, is more fo"
CATEGORY_Timeline,161,Since,", you know acres being done with food production. Since coming on as management, we've pushed that a litt"
CATEGORY_Timeline,204,since,ertain areas. Native American people have said it since the beginning of that separation of water. You kn
CATEGORY_Timeline,207,since,"ive that has this age, you know, it's been around since the 70s, that you've got someone new and young li"
CATEGORY_Timeline,207,since," you know, when… when people that have been there since the beginning, when they leave, that institutiona"
CATEGORY_Timeline,92,started,"tural based product, so it didn't last long. They started to peel over time because they were, there were s"
CATEGORY_Timeline,98,started," time as employment here from the… at the farm, I started here as an equipment operator, so just kind of co"
CATEGORY_Timeline,204,started," the, of the Tarnaptu Nation, because the lawsuit started with, the Alati Association and the landowners he"
CATEGORY_Timeline,204,began," and the landowners here. And as the water issues began to grow, the nation jumped on board and supported"
CATEGORY_Timeline,49,created," Act, and landowners at the time got together and created the Santa River Cooperative Association, which wa"
CATEGORY_Timeline,49,created,"uing to do what we do today, but also by why they created it was that I'm trying to remember the term, land"
CATEGORY_Timeline,74,created,"he's also seeing how the…farm and cooperative was created based on understanding of Native communities, and"
CATEGORY_Timeline,125,created,"ge, but she's young, she's been very great, she's created the volunteer program, she's recreated some of th"
CATEGORY_Timeline,131,created,"sletter in the past. We actually had a newsletter created by our previous marketing coordinator, who was, i"
CATEGORY_Timeline,137,created,"Yeah, so, so she was, she created a newsletter, we highlighted employees. We defini"
CATEGORY_Timeline,137,created," the things that is her pride and joy, because we created a program where she definitely stays in contact w"
CATEGORY_Timeline,143,created,"n, our food growth. It's actually a script that I created for the YouTube channel that I gave to the market"
INDIGENOUS_TERM,92,elder," sitting in a board meeting, and there's a couple elder elderly individuals that are on the board, and wh"
INDIGENOUS_TERM,116,water rights,"availability that the farm had. Whether it be the water rights, the land here that was available, taking those… "
INDIGENOUS_TERM,43,reservation," satellite district. It's separated from the main reservation, but it's one of the districts for Don Alto Natio"
INDIGENOUS_TERM,43,Reservation," It's surrounded by the city of Tucson, the Yaqui Reservation, of course, and then the south, of course, which "
INDIGENOUS_TERM,175,Reservation,"ve had a grant. We've had business with the Yaqui Reservation, where they received a grant for the commodities "
INDIGENOUS_TERM,175,Reservation,"it here locally, but we got that one for the Yaki Reservation. So it was, again, finding those opportunities, b"
INDIGENOUS_TERM,43,Nation,"ation, but it's one of the districts for Don Alto Nation. It's surrounded by the city of Tucson, the Yaqui"
INDIGENOUS_TERM,119,nation,"stems, understanding that things took time on the nation, things have process and had structure. I took th"
INDIGENOUS_TERM,175,nation," but also, would love to see that more within the nation, of course. I think we put a bid in for the natio"
INDIGENOUS_TERM,175,nation,"ation, of course. I think we put a bid in for the nation, and we didn't get it here locally, but we got th"
INDIGENOUS_TERM,187,nation," and millions of pounds of tempered beans off the nation, and to see that reduced to just a couple thousan"
INDIGENOUS_TERM,204,Nation,"n Javier. And the support of the, of the Tarnaptu Nation, because the lawsuit started with, the Alati Asso"
INDIGENOUS_TERM,204,nation," here. And as the water issues began to grow, the nation jumped on board and supported what was going on h"
INDIGENOUS_TERM,204,nation,"urces we're having, but it's that support for the nation, the things that were happening up north with Hil"
INDIGENOUS_TERM,61,native,", where it's one family doing all the farming. In native… in native culture, it was the community doing th"
INDIGENOUS_TERM,61,native,"s one family doing all the farming. In native… in native culture, it was the community doing the farming. "
INDIGENOUS_TERM,74,native,"e. But he's really good. It's just great to see a native, counselor just doing good things, but he's also "
INDIGENOUS_TERM,74,Native,"cooperative was created based on understanding of Native communities, and how we grew up, and how we grew "
INDIGENOUS_TERM,92,Native,"Yes, well, with any kind of Native community, there's always some sort of structure "
INDIGENOUS_TERM,92,Native,"'ll look to them, it's just that structure of the Native understanding how we were uproot of Portal, so we"
INDIGENOUS_TERM,155,Native,"Yeah, Native communities are unique in that, too, as well, bec"
INDIGENOUS_TERM,204,Native,"olorado River, lack of rainfall in certain areas. Native American people have said it since the beginning "
METRIC_Employees,125,34 employees," And when I came on as a manager, there were… 32, 34 employees total, and that was way too many people to be run"
QUESTION_Q1_TribalValues,155,cultural," that, watch and learn upbringing, of course, and cultural kind of basis, so I always say that for me in sch"
QUESTION_Q2_MarketingPlan,122,marketing plan,"d you develop a cooperative, or did you develop a marketing plan? Excuse me."
QUESTION_Q2_MarketingPlan,134,marketing plan,"So just, if they, how they developed, like, a marketing plan, did they utilize, like, newsletters and emails?"
QUESTION_Q3_WebsiteSocial,143,website,"hrough those different spaces, but we also have a website that's dedicated to the farm. We try to keep it u"
QUESTION_Q3_WebsiteSocial,140,social media,"out all those different ways. I mean, people use, social media for, like, so many different things, you know, to"
QUESTION_Q3_WebsiteSocial,140,social media,"d years, but just getting in touch, you know, via social media, it definitely helps. So, do you utilize social m"
QUESTION_Q3_WebsiteSocial,140,social media,"al media, it definitely helps. So, do you utilize social media, like, for your… for people to learn about your c"
QUESTION_Q3_WebsiteSocial,143,social media," those things, but, definitely doing that through social media. Keep an eye out for YouTube, because that's one "
QUESTION_Q3_WebsiteSocial,146,social media,"of like, you know, a lot of people, like, dismiss social media, but it's also a good way to keep in contact with"
QUESTION_Q3_WebsiteSocial,152,social media,"like to get a lot of their information via, like, social media and things like that. So it's just really interes"
QUESTION_Q3_WebsiteSocial,143,Facebook,"Yes, we've… Of course, I want to say Instagram, Facebook, all those things, Twitter, they definitely cover"
QUESTION_Q3_WebsiteSocial,143,Facebook,"on, but of course, we like to refer people to the Facebook, the Instagram pages to make sure that they can k"
QUESTION_Q3_WebsiteSocial,143,Instagram,"Yes, we've… Of course, I want to say Instagram, Facebook, all those things, Twitter, they defini"
QUESTION_Q3_WebsiteSocial,143,Instagram,"rse, we like to refer people to the Facebook, the Instagram pages to make sure that they can kind of get curr"
QUESTION_Q3_WebsiteSocial,175,online,"ght from Home Depot across the street, or ordered online from Johnny's Seeds. We have to save these, and w"
QUESTION_Q4_OutsideAssistance,71,consultant,"h anyone else? Like, a cooperative developer or a consultant, as the cooperative was… was either starting or w"
QUESTION_Q4_OutsideAssistance,71,developer,"rative work with anyone else? Like, a cooperative developer or a consultant, as the cooperative was… was eith"
QUESTION_Q4_OutsideAssistance,137,assistance,"rders from the different departments that request assistance. Which has been great, because we've had continuo"
QUESTION_Q6_CommunityDifferences,83,conflict,"Absolutely. So, did your cooperative establish conflict resolution protocols in your bylaws? Or is that s"
QUESTION_Q6_CommunityDifferences,86,conflict," of structure, because there's always going to be conflict when it comes to ideas. But resolution and, how w"
