Tag_Category,Line_Number,Matched_Text,Context
CATEGORY_Geography,411,community,"ing out, and you know, to support, to support our community. And we recognize that during the pandemic, you k"
CATEGORY_Geography,411,community,"And they were running out of like, I know from my community. I'm from Chin Lee, Arizona."
CATEGORY_Geography,414,community,"ily lives, and they had a whole shutdown in their community and their grocery store. They only had one grocer"
CATEGORY_Geography,417,community,"t up, you know, with different staff or different community partners who were able to get them resources and,"
CATEGORY_Geography,420,community, being mass produced. We were giving those out to community members and having them take them home to their f
CATEGORY_Geography,429,community," issues that were, you know, happening within the community with happening within the world, you know, with h"
CATEGORY_Geography,498,community,lena | CSVANW: with our organization and with our community efforts.
CATEGORY_Geography,510,community,"e who wanted to also, who saw some needs in their community. What would you? What would you tell them?"
CATEGORY_Geography,516,community,"now, like, address those different needs in their community?"
CATEGORY_Geography,552,community,art of a project. You know our coalitions are all community based. And so we're all happy to pull in communit
CATEGORY_Geography,552,community,ommunity based. And so we're all happy to pull in community voices to support this work.
CATEGORY_Geography,561,community,"ibal office to be there to support. You know your community is, you know, another level of how you can be inv"
CATEGORY_Geography,594,community,", healthy relationships with our family, with our community, with our children. Because all of this work, you"
CATEGORY_Geography,36,region,"y try to just service the tribes in the southwest region. Our focus, of course, is New Mexico, but we are "
CATEGORY_Geography,297,region,"nd the closest one that would be in the southwest region would be in Arizona. It's the Southwest, indigeno"
CATEGORY_Geography,33,nation,all the tribes in New Mexico. We cover the Navajo nation as well. The Apache tribes and part of those trib
CATEGORY_Geography,219,nation," leaders right, with with the exception of Navajo nation, because they're so large, right? And it's really"
CATEGORY_Geography,30,Pueblo," of Arizona, part of Colorado, the Isleta del sur Pueblo in El Paso. I'm sorry in Texas, and also"
CATEGORY_Geography,99,Pueblo,"peak Navajo, or who may, who may only speak their Pueblo language. We want to make sure that we are incorp"
CATEGORY_Geography,267,pueblo,"erent pueblos can, especially with like that, the pueblo can like show like this is what is working, you k"
CATEGORY_Governance,303,board, when we're having issues with maybe staff or our board of directors. Or if we're having issues with the 
CATEGORY_Governance,21,director,"tioned, my current role is training and education director with the coalition to stop violence against nativ"
CATEGORY_Governance,21,director,"g in for Tiffany, her own as the acting executive director of the Coalition, as well."
CATEGORY_Governance,216,leadership,know the way that we're collaborating with tribal leadership. Changes over time. And
CATEGORY_Governance,231,leadership,helena | CSVANW: And so we also have flown tribal leadership out to tribal consultation on our own expense to 
CATEGORY_Governance,243,leadership," | CSVANW: it's, you know, exclusively for tribal leadership, for advocates and for their, you know, their sta"
CATEGORY_Governance,243,leadership," major conflict conference brings together tribal leadership from all different you know tribes, and"
CATEGORY_Governance,264,leadership,s another way that we stay up to date with tribal leadership and our policy and advocacy team. They go and vis
CATEGORY_Innovation,81,innovation,"Nicole Michelena | CSVANW: kinship, innovation, healing, and inclusiveness."
CATEGORY_Innovation,159,development,r cooperative adapt or adopt standard cooperative development approaches to meet your needs.
CATEGORY_Membership,384,member,"all of the content about Covid, I was not a staff member when Covid hit at the Coalition. I was still in A"
CATEGORY_Membership,135,membership,ichelena | CSVANW: countless hours to promote our membership and to promote our organization. And we have a ve
CATEGORY_Membership,195,membership,d another way that we do that is also through our membership.
CATEGORY_Membership,198,membership,Nicole Michelena | CSVANW: We are membership driven because we are a nonprofit. We get grant f
CATEGORY_Membership,198,membership,"comes through our members, and during our quarter membership meetings we talk to our members about how they ca"
CATEGORY_Partnerships,258,collaboration," can do it, too, you know, and that's the kind of collaboration that we are desperately needing in other communit"
CATEGORY_Partnerships,291,collaboration,"'re able to, you know. Continue that open door of collaboration with our other coalitions here in New Mexico."
CATEGORY_Risk,582,barrier,"around rate, and I think we are now breaking that barrier. And so that just shows that organization is beco"
CATEGORY_Risk,57,issue in,"iality, because we understand that that is a huge issue in tribal communities about, you know, how are we bu"
CATEGORY_Technology,63,website,find our mission vision and our objectives on our website and on our about us page. And it explains all of 
CATEGORY_Technology,75,website, absolutely. So we you can find our values on our website as well. And I want to pull them up for myself. J
CATEGORY_Technology,363,website,"nting to be involved in reaching out to us on our website. And so, yeah, I would definitely say that that y"
CATEGORY_Technology,132,social media,"hat's not even a word, but a fantastic job at our social media, our campaigns, and have have worked, you know, j"
CATEGORY_Technology,138,social media,"Nicole Michelena | CSVANW: social media following. I believe we have 10,000 followers on "
CATEGORY_Technology,138,social media," following. I believe we have 10,000 followers on social media, and we also have a lot of subscribers to our new"
CATEGORY_Technology,138,social media," outreach that we've done online and tapping into social media. And then you know, this new age of sharing. You "
CATEGORY_Technology,180,social media,"nline, our everybody was getting information from social media and from websites and"
CATEGORY_Technology,342,social media,"ifferent organizations about your how you utilize social media. Did that help you develop a marketing, I guess, "
CATEGORY_Technology,345,social media,"g to people, one on one, but definitely utilizing social media, or whoever you chose to do that."
CATEGORY_Technology,348,social media,"Michelena | CSVANW: Yeah, I definitely think that social media has played a huge role in that as well. I think t"
CATEGORY_Technology,348,social media,"e think we're a national organization because our social media presence is is, you know, is not just, you know, "
CATEGORY_Technology,363,social media,Nicole Michelena | CSVANW: and that came from social media. You know just them seeing us in our presence onl
CATEGORY_Technology,363,social media," yeah, I would definitely say that that you know, social media has opened a lot of doors for us."
CATEGORY_Technology,138,online,"is because of all of the outreach that we've done online and tapping into social media. And then you know,"
CATEGORY_Technology,180,online,"ings that came from Covid was that we all shifted online. You know, we, our meetings were online, our ever"
CATEGORY_Technology,180,online,"l shifted online. You know, we, our meetings were online, our everybody was getting information from socia"
CATEGORY_Technology,183,online,hosting webinars. We started moving our trainings online. And I think that's a good example of how we pivo
CATEGORY_Technology,363,online,dia. You know just them seeing us in our presence online and wanting to be involved in reaching out to us 
CATEGORY_Technology,390,online,ichelena | CSVANW: And all of that material moved online. And I'm not sure of the outcome or or how those 
CATEGORY_Technology,390,online,"o do that today, we continue to provide trainings online. Actually, we had a training back in February for"
CATEGORY_Technology,393,online,g in Indian country. And we had that presentation online. And we had over 70 participants for that trainin
CATEGORY_Technology,102,technology,ding interpreters or finding ways that we can use technology to support with language access. And so we keep i
CATEGORY_Technology,468,technology,rporate and also pull from what we know. Now with technology and with
CATEGORY_Timeline,471,since,"on to our families? Because what I've seen so far since I've been in New Mexico is, and even from Arizona"
CATEGORY_Timeline,183,started,"ties needs where they were. Because we, you know, started hosting webinars. We started moving our trainings"
CATEGORY_Timeline,183,started,"ecause we, you know, started hosting webinars. We started moving our trainings online. And I think that's a"
CATEGORY_Timeline,105,created,"we are now. 30 years later those values that were created were created 30 years ago, when 3 indigenous wome"
CATEGORY_Timeline,105,created,"0 years later those values that were created were created 30 years ago, when 3 indigenous women from differ"
INDIGENOUS_TERM,30,Pueblo," of Arizona, part of Colorado, the Isleta del sur Pueblo in El Paso. I'm sorry in Texas, and also"
INDIGENOUS_TERM,99,Pueblo,"peak Navajo, or who may, who may only speak their Pueblo language. We want to make sure that we are incorp"
INDIGENOUS_TERM,267,pueblo,"erent pueblos can, especially with like that, the pueblo can like show like this is what is working, you k"
INDIGENOUS_TERM,33,nation,all the tribes in New Mexico. We cover the Navajo nation as well. The Apache tribes and part of those trib
INDIGENOUS_TERM,219,nation," leaders right, with with the exception of Navajo nation, because they're so large, right? And it's really"
INDIGENOUS_TERM,264,tribal council,"al offices, and they try to get on the agenda for tribal council and present these different things that we differ"
INDIGENOUS_TERM,69,indigenous,Jodi Burshia: So some indigenous communities use these cooperatives or these organ
INDIGENOUS_TERM,93,indigenous,ifferent ways. And so we incorporate all of those indigenous practices into our
INDIGENOUS_TERM,105,indigenous,"at were created were created 30 years ago, when 3 indigenous women from different tribes came together and dec"
INDIGENOUS_TERM,105,indigenous,r and decided that there are no resources for for indigenous women as far as combating domestic violence. And 
INDIGENOUS_TERM,255,indigenous,"the State in in supporting, missing, and murdered indigenous women's crisis. They have a lot of tools that the"
INDIGENOUS_TERM,261,indigenous,g here in New Mexico for our missing and murdered indigenous women and children
INDIGENOUS_TERM,297,indigenous,"t region would be in Arizona. It's the Southwest, indigenous women's coalition really, really wonderful"
INDIGENOUS_TERM,324,Indigenous,"my goodness, I'm forgetting their Niwrc national, Indigenous Women's Resource Center."
INDIGENOUS_TERM,357,indigenous,to combat violence? And how can we pull from your indigenous knowledge systems for our indigenous knowledge sy
INDIGENOUS_TERM,357,indigenous,"ll from your indigenous knowledge systems for our indigenous knowledge systems to, you know, collaborate acros"
INDIGENOUS_TERM,1,Native,The Coalition to Stop Violence Against Native Women
INDIGENOUS_TERM,21,native,"ector with the coalition to stop violence against native women. And I'm I'm also stepping in for Tiffany, "
INDIGENOUS_TERM,144,native,"ype, when you type in, you know, violence against native women or domestic violence resources for native w"
INDIGENOUS_TERM,144,native,"t native women or domestic violence resources for native women. Or you know, any kind of combination of th"
INDIGENOUS_TERM,246,native,bout what are we doing to combat violence against native women? Where are we at right now? Where are we mo
INDIGENOUS_TERM,429,native,"ithin the world, you know, with happening amongst native people like, how do you see things going into the"
INDIGENOUS_TERM,441,native, CSVANW: for our tribal communities and and urban native populations to assess where our prevention is cur
INDIGENOUS_TERM,444,native,"any, you know, not just for tribal communities or native urban populations, but across the United States."
QUESTION_Q1_TribalValues,87,cultural,"ant to continue to carry in our work all of those cultural practices, all of that knowledge that is near and"
QUESTION_Q3_WebsiteSocial,63,website,find our mission vision and our objectives on our website and on our about us page. And it explains all of 
QUESTION_Q3_WebsiteSocial,75,website, absolutely. So we you can find our values on our website as well. And I want to pull them up for myself. J
QUESTION_Q3_WebsiteSocial,363,website,"nting to be involved in reaching out to us on our website. And so, yeah, I would definitely say that that y"
QUESTION_Q3_WebsiteSocial,132,social media,"hat's not even a word, but a fantastic job at our social media, our campaigns, and have have worked, you know, j"
QUESTION_Q3_WebsiteSocial,138,social media,"Nicole Michelena | CSVANW: social media following. I believe we have 10,000 followers on "
QUESTION_Q3_WebsiteSocial,138,social media," following. I believe we have 10,000 followers on social media, and we also have a lot of subscribers to our new"
QUESTION_Q3_WebsiteSocial,138,social media," outreach that we've done online and tapping into social media. And then you know, this new age of sharing. You "
QUESTION_Q3_WebsiteSocial,180,social media,"nline, our everybody was getting information from social media and from websites and"
QUESTION_Q3_WebsiteSocial,342,social media,"ifferent organizations about your how you utilize social media. Did that help you develop a marketing, I guess, "
QUESTION_Q3_WebsiteSocial,345,social media,"g to people, one on one, but definitely utilizing social media, or whoever you chose to do that."
QUESTION_Q3_WebsiteSocial,348,social media,"Michelena | CSVANW: Yeah, I definitely think that social media has played a huge role in that as well. I think t"
QUESTION_Q3_WebsiteSocial,348,social media,"e think we're a national organization because our social media presence is is, you know, is not just, you know, "
QUESTION_Q3_WebsiteSocial,363,social media,Nicole Michelena | CSVANW: and that came from social media. You know just them seeing us in our presence onl
QUESTION_Q3_WebsiteSocial,363,social media," yeah, I would definitely say that that you know, social media has opened a lot of doors for us."
QUESTION_Q3_WebsiteSocial,138,online,"is because of all of the outreach that we've done online and tapping into social media. And then you know,"
QUESTION_Q3_WebsiteSocial,180,online,"ings that came from Covid was that we all shifted online. You know, we, our meetings were online, our ever"
QUESTION_Q3_WebsiteSocial,180,online,"l shifted online. You know, we, our meetings were online, our everybody was getting information from socia"
QUESTION_Q3_WebsiteSocial,183,online,hosting webinars. We started moving our trainings online. And I think that's a good example of how we pivo
QUESTION_Q3_WebsiteSocial,363,online,dia. You know just them seeing us in our presence online and wanting to be involved in reaching out to us 
QUESTION_Q3_WebsiteSocial,390,online,ichelena | CSVANW: And all of that material moved online. And I'm not sure of the outcome or or how those 
QUESTION_Q3_WebsiteSocial,390,online,"o do that today, we continue to provide trainings online. Actually, we had a training back in February for"
QUESTION_Q3_WebsiteSocial,393,online,g in Indian country. And we had that presentation online. And we had over 70 participants for that trainin
QUESTION_Q5_StandardApproaches,93,standard,"incorporate things that are not, you know, like a standard training view, we try to provide smudging. We try"
QUESTION_Q5_StandardApproaches,159,standard,Jodi Burshia: Did your cooperative adapt or adopt standard cooperative development approaches to meet your n
QUESTION_Q6_CommunityDifferences,243,conflict,"t are involved in the work as well, so that major conflict conference brings together tribal leadership from"
QUESTION_Q6_CommunityDifferences,582,barrier,"around rate, and I think we are now breaking that barrier. And so that just shows that organization is beco"
QUESTION_Q7_LeadershipEngagement,222,tribal leader,"ctions. Some of our staff are like, Oh, I know my tribal leader. I can go send a message to them. They can get in"
QUESTION_Q7_LeadershipEngagement,264,council,"ces, and they try to get on the agenda for tribal council and present these different things that we differ"
QUESTION_Q7_LeadershipEngagement,303,board, when we're having issues with maybe staff or our board of directors. Or if we're having issues with the 
QUESTION_Q7_LeadershipEngagement,54,engage,ates and training our service providers of how to engage with survivors who may come from tribal communiti
QUESTION_Q7_LeadershipEngagement,246,engage,Nicole Michelena | CSVANW: to engage in the same conversation about what are we doing 
QUESTION_Q7_LeadershipEngagement,348,engage,"oesn't just reach the State of New Mexico. But we engage with tribes across, you know, all different"
QUESTION_Q7_LeadershipEngagement,450,engage,"ot enough therapists. We are trying to, you know, engage with our faith-based organizations to get food, a"
QUESTION_Q7_LeadershipEngagement,624,engage,"at we talked about, and if she would like to also engage in an interview. I'll leave that decision up to h"
QUESTION_Q7_LeadershipEngagement,588,communicate,re learning how to improve. We're learning how to communicate better. We're learning how to put policies in pla
QUESTION_Q7_LeadershipEngagement,51,meeting,", I think, one of the things we value the most is meeting community where they're at. And so our, of course"
QUESTION_Q7_LeadershipEngagement,183,meeting,"? We couldn't do events in person. And so we were meeting communities needs where they were. Because we, yo"
QUESTION_Q7_LeadershipEngagement,354,meeting,y're doing it right. And the whole purpose of the meeting was exactly what I'm talking about here is
QUESTION_Q7_LeadershipEngagement,576,meeting,Jodi Burshia: as part of our meeting today.
QUESTION_Q8_Success,423,positive," at home that they could use to test if they were positive or negative, and we continue to hand that hand th"
QUESTION_Q9_COVID,174,Covid,"as community shifts, you know. Like, for example, Covid, right was a huge."
QUESTION_Q9_COVID,180,Covid,"ght? And I think one of the things that came from Covid was that we all shifted online. You know, we, our"
QUESTION_Q9_COVID,369,Covid,"entioned previously, with like your approaches to Covid, as like everybody had to like pivot and shift, a"
QUESTION_Q9_COVID,384,Covid,"d before I also get into all of the content about Covid, I was not a staff member when Covid hit at the C"
QUESTION_Q9_COVID,384,Covid,"ontent about Covid, I was not a staff member when Covid hit at the Coalition. I was still in Arizona, doi"
QUESTION_Q9_COVID,420,Covid,he communities and making sure that they received Covid protection resources we also gave gave out Covid 
QUESTION_Q9_COVID,420,Covid, Covid protection resources we also gave gave out Covid tests for free. Once those became available and w
QUESTION_Q9_COVID,423,covid,"e to hand that hand those out as well. And so our covid, you know, mitigation that we practiced way back "
QUESTION_Q9_COVID,180,pandemic,Nicole Michelena | CSVANW: pandemic that affect everybody's lives right? And I think 
QUESTION_Q9_COVID,372,pandemic,"like, Wow, are, we're in the midst of this global pandemic. And so, you know, like, how did how did the Coal"
QUESTION_Q9_COVID,411,pandemic,"t our community. And we recognize that during the pandemic, you know, there were a lot of, you know, closure"
QUESTION_Q9_COVID,387,virtual,elena | CSVANW: And so we moved all of our events virtual. So we still hosted trainings. We still hosted we
QUESTION_Q9_COVID,390,virtual,"tly went. But I know that it was all shifted to a virtual platform. And we continue to do that today, we co"
